,name,text,top3_description,top3_description_scibert
165,20fe561687df596c.json,workflow.vcf Coriell-NA12880_R2.fastq Input dataset Coriell-NA12880_R1.fastq Input dataset Coriell-NA12878_R2.fastq Input dataset Coriell-NA12878_R1.fastq Input dataset Coriell-NA12877_R2.fastq Input dataset Coriell-NA12877_R1.fastq Input dataset Galaxy-Workflow-workflow.ga Input dataset FastQC html_file text_file fastqc FastQC html_file text_file fastqc BWA-MEM bam_output bwa FastQC html_file text_file fastqc FastQC html_file text_file fastqc BWA-MEM bam_output bwa FastQC html_file text_file fastqc FastQC html_file text_file fastqc BWA-MEM bam_output bwa AddOrReplaceReadGroups outFile picard AddOrReplaceReadGroups outFile picard AddOrReplaceReadGroups outFile picard MergeSamFiles outFile picard Filter out_file2 out_file1 bamtools_filter MarkDuplicates metrics_file outFile picard CleanSam outFile picard FreeBayes output_vcf freebayes VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter ANNOVAR Annotate VCF output table_annovar Filter out_file1 Filter out_file1 Filter out_file1 Filter out_file1 Group out_file1 Sort out_file1,"[248, 255, 194]","[255, 194, 203]"
166,9b5ae15bb9aaba48.json,"ATAC-seq for 4xpaired fastq cutadapt bowtie2 MACS2 2019 07 24 GC-SB-8103-40_S2_L001_R1_001.fastq.gz Input dataset GC-SB-8103-40_S2_L001_R2_001.fastq.gz Input dataset GC-SB-8103-40_S2_L002_R1_001.fastq.gz Input dataset GC-SB-8103-40_S2_L002_R2_001.fastq.gz Input dataset GC-SB-8103-40_S2_L003_R1_001.fastq.gz Input dataset GC-SB-8103-40_S2_L003_R2_001.fastq.gz Input dataset GC-SB-8103-40_S2_L004_R1_001.fastq.gz Input dataset GC-SB-8103-40_S2_L004_R2_001.fastq.gz Input dataset FastQC html_file text_file fastqc Cutadapt out1 out2 report cutadapt FastQC html_file text_file fastqc FastQC html_file text_file fastqc Cutadapt out1 out2 report cutadapt FastQC html_file text_file fastqc FastQC html_file text_file fastqc Cutadapt out1 out2 report cutadapt FastQC html_file text_file fastqc FastQC html_file text_file fastqc Cutadapt out1 out2 report cutadapt FastQC html_file text_file fastqc Bowtie2 output mapping_stats bowtie2 FastQC html_file text_file fastqc FastQC html_file text_file fastqc Bowtie2 output mapping_stats bowtie2 FastQC html_file text_file fastqc FastQC html_file text_file fastqc Bowtie2 output mapping_stats bowtie2 FastQC html_file text_file fastqc FastQC html_file text_file fastqc Bowtie2 output mapping_stats bowtie2 FastQC html_file text_file fastqc FastQC html_file text_file fastqc toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.2.0 MultiQC stats html_report log multiqc MultiQC stats html_report multiqc Samtools sort output1 samtools_sort Filter SAM or BAM, output SAM or BAM output1 samtool_filter2 Filter out_file2 out_file1 bamtools_filter MACS2 callpeak output_tabular output_narrowpeaks output_summits output_treat_pileup output_control_lambda output_extra_files macs2 ATAC hg19 GC-SB-8103-40_S2_L001_R1_001.fastq.gz GC-SB-8103-40_S2_L001_R2_001.fastq.gz GC-SB-8103-40_S2_L002_R1_001.fastq.gz GC-SB-8103-40_S2_L002_R2_001.fastq.gz GC-SB-8103-40_S2_L003_R1_001.fastq.gz GC-SB-8103-40_S2_L003_R2_001.fastq.gz GC-SB-8103-40_S2_L004_R1_001.fastq.gz GC-SB-8103-40_S2_L004_R2_001.fastq.gz","[935, 14, 338]","[130, 614, 826]"
167,4e8639cc4e9050d1.json,Galaxy 101 Bioinformatics Tutorial- Finding the exon with the highest number SNPs in human Chromosome 22 Exons Input dataset Features Input dataset inputA reduce_or_iterate bedtools Intersect intervals output bedtools in_file Datamash out_file datamash_ops input Sort out_file1 infile Select first outfile text_processing input1 input2 Compare two Datasets out_file1 runtime parameter for tool bedtools Intersect intervals runtime parameter for tool bedtools Intersect intervals runtime parameter for tool Datamash runtime parameter for tool Sort runtime parameter for tool Select first runtime parameter for tool Compare two Datasets runtime parameter for tool Compare two Datasets Exons Features Count the number of SNPs per Exon Sort the Exons by SNPs count Select the top five exons,"[497, 901, 283]","[901, 283, 497]"
168,0360984110693d9f.json,"Exon with maximum repeat on Chr 22 UCSC Main on Human: knownGene (chr22:1-50,818,468) Input dataset UCSC Main on Human: rmsk (chr22:1-50,818,468) Input dataset Join output join Group out_file1 Join output text_processing Sort outfile text_processing Cut out_file1","[943, 121, 478]","[121, 943, 478]"
169,1e4eb6ccb47d9fc7.json,Lucille Delisle Hi-C_juicermediumtabixToCool_c (release v0.2) Bin size in bp Input parameter genome name Input parameter Juicer Medium Tabix with validPairs Input dataset collection Interactions to consider to calculate weights in normalization step Input parameter cooler_makebins output cooler_makebins cooler_cload_tabix output cooler_cload_tabix blacklist cooler_balance output cooler_balance Hi-C runtime parameter for tool cooler_balance Bin size in bp genome name Juicer Medium Tabix with validPairs Interactions to consider to calculate weights in normalization step make bed with bins Load pairs in matrix matrix with raw values ICE normalization matrix with iced values,"[436, 296, 717]","[436, 296, 618]"
170,66e90021db5c6b31.json,'cut' workflow: reassign columns (fails with uncaught API exception) Input dataset input Cut out_file1 runtime parameter for tool Cut,"[430, 409, 1003]","[430, 366, 444]"
171,173def229790fbee.json,SNP calls analysis Map with BWA for Illumina output bwa_wrappers SAM-to-BAM output1 sam_to_bam gatk_unified_genotyper,"[680, 48, 129]","[680, 48, 458]"
172,3d1f4bd67ce30f99.json,"Standard strict virus mapping fasta viral genome Input dataset Fastq read forward Input dataset Fastq reads reverse Input dataset Map with Bowtie for Illumina output bowtie_wrappers Filter SAM or BAM, output SAM or BAM output1 samtool_filter2 Group out_file1","[278, 818, 67]","[818, 278, 206]"
173,6e3ca91737d56374.json, tute 01 Exons Input dataset SNPs Input dataset Join output join Group out_file1 Sort out_file1 infile Select first outfile text_processing Join two Datasets out_file1 Advanced Cut output text_processing runtime parameter for tool Select first Exons SNPs,"[880, 765, 41]","[880, 763, 765]"
174,51f936d1a4e849fa.json,New England Biolabs pRESTO NEBNext Immune Sequencing Kit Workflow v3.2.0 Input Datasets Input dataset collection R1 Primer FASTA Input dataset R2 Primer FASTA Input dataset C-Region FASTA Input dataset Immune Ref FASTA Input dataset NumReads Input parameter Unzip collection forward reverse seqtk_sample default seqtk seqtk_sample default seqtk pRESTO FilterSeq fastq_out log_out presto_filterseq pRESTO FilterSeq fastq_out log_out presto_filterseq pRESTO MaskPrimers fastq_out log_out presto_maskprimers pRESTO ParseLog output presto_parselog pRESTO MaskPrimers fastq_out log_out presto_maskprimers pRESTO ParseLog output presto_parselog pRESTO ParseLog output presto_parselog pRESTO PairSeq r1_out r2_out presto_pairseq pRESTO ParseLog output presto_parselog pRESTO BuildConsensus fastq_out log_out presto_buildconsensus pRESTO BuildConsensus fastq_out log_out presto_buildconsensus pRESTO ParseLog output presto_parselog pRESTO PairSeq r1_out r2_out presto_pairseq pRESTO ParseLog output presto_parselog pRESTO AssemblePairs fastq_out log_out presto_assemblepairs pRESTO FilterSeq fastq_out log_out presto_filterseq pRESTO ParseLog output presto_parselog pRESTO MaskPrimers fastq_out log_out presto_maskprimers pRESTO ParseLog output presto_parselog pRESTO ParseLog output presto_parselog pRESTO ParseHeaders output presto_parseheaders pRESTOr AbSeq3 Report output prestor_abseq3 pRESTO ParseHeaders output presto_parseheaders pRESTO ParseHeaders output presto_parseheaders pRESTO CollapseSeq fastq_out presto_collapseseq pRESTO ParseHeaders output presto_parseheaders pRESTO Partition lower_out upper_out presto_partition pRESTO ParseHeaders output presto_parseheaders NEBNext Input Datasets R1 Primer FASTA R2 Primer FASTA C-Region FASTA Immune Ref FASTA NumReads mask low quality bases rename cregion based on primers Final Report Final pRESTO Report Final sequences C-Region Table Unique Sequences Unique sequences Uniq C-region Table Unique C-regions Unique sequences (>=2  reads) Unique C-region Table (>=2 obs)  Unique C-regions (>=2 reads),"[771, 508, 679]","[850, 701, 965]"
175,e3e646407e3f921d.json,Gaps_FINAL Fichier .gaps Input dataset PANEL Input dataset input Convert out_file1 input Convert out_file1 input Cut out_file1 input Remove beginning out_file1 input Select first out_file1 input Add column out_file1 input1 Merge Columns out_file1 input1 Merge Columns out_file1 input1 Merge Columns out_file1 input Cut out_file1 inputs Concatenate datasets out_file1 text_processing input Convert out_file1 input Cut out_file1 input1 input2 Paste out_file1 input Select first out_file1 input1 input2 Compare two Datasets out_file1 inputs Concatenate datasets out_file1 text_processing runtime parameter for tool Convert runtime parameter for tool Convert runtime parameter for tool Cut runtime parameter for tool Remove beginning runtime parameter for tool Select first runtime parameter for tool Add column runtime parameter for tool Merge Columns runtime parameter for tool Merge Columns runtime parameter for tool Merge Columns runtime parameter for tool Cut runtime parameter for tool Concatenate datasets runtime parameter for tool Convert runtime parameter for tool Cut runtime parameter for tool Paste runtime parameter for tool Paste runtime parameter for tool Select first runtime parameter for tool Compare two Datasets runtime parameter for tool Compare two Datasets runtime parameter for tool Concatenate datasets Input Dataset PANEL,"[744, 372, 899]","[372, 675, 225]"
176,71e29a1ac26a94f9.json,Abundance NrD Filter Workflow input Filter out_file1 aptamer SELEX runtime parameter for tool Filter,"[750, 430, 330]","[750, 894, 423]"
177,889aa91c6d3f5654.json,Workflow constructed from history 'Ejercicio: An\u00e1lisis en genoma completo mediante Galaxy - MB' CONTENEDOR Input dataset CONTENIDO Input dataset input1 input2 Join output join input1 Group out_file1 input Sort out_file1 input Select first out_file1 input1 input2 Compare two Datasets out_file1 runtime parameter for tool Join runtime parameter for tool Join runtime parameter for tool Group runtime parameter for tool Sort runtime parameter for tool Select first runtime parameter for tool Compare two Datasets runtime parameter for tool Compare two Datasets CONTENEDOR CONTENIDO,"[778, 542, 619]","[619, 542, 778]"
178,734e08331f8f34b7.json,Rna-seq pipeline of PML knock-outs against WT SraRunTableDef.csv Input dataset mart_export.txt Input dataset mus_musculus39dna.gtf Input dataset Mus_musculus39dna.fasta Input dataset Gene_id_name.txt Input dataset Filter out_file1 Filter out_file1 Sort Column Order output_tabular column_order_header_sort gffread output_gtf output_exons gffread Cut out_file1 Cut out_file1 Remove beginning out_file1 Select last outfile text_processing Select last outfile text_processing Faster Download and Extract Reads in FASTQ list_paired output_collection output_collection_other log sra_tools Faster Download and Extract Reads in FASTQ list_paired output_collection output_collection_other log sra_tools FastQC html_file text_file fastqc Trim Galore! trimmed_reads_single trim_galore FastQC html_file text_file fastqc Trim Galore! trimmed_reads_single trim_galore FastQC html_file text_file fastqc FASTQ Groomer output_file fastq_groomer FastQC html_file text_file fastqc FASTQ Groomer output_file fastq_groomer Salmon quant output_quant output_gene_quant salmon Salmon quant output_quant output_gene_quant salmon Cut out_file1 Cut out_file1 Column join tabular_output collection_column_join Replace Text outfile text_processing limma outTables outReport outFilt outNorm rscript libinfo limma_voom Filter out_file1 Advanced Cut output text_processing Advanced Cut output text_processing Replace outfile text_processing Join two Datasets out_file1 gProfiler GOSt output plot gprofiler_gost Advanced Cut output text_processing melt output reshape2_melt SraRunTableDef.csv mart_export.txt mus_musculus39dna.gtf Mus_musculus39dna.fasta Gene_id_name.txt,"[540, 640, 341]","[540, 758, 935]"
179,1f28e673ea725541.json,Lucille Delisle RNAseq_PE (release v0.3) PE fastq input Input dataset collection forward_adapter Input parameter reverse_adapter Input parameter reference_genome Input parameter gtf Input dataset strandness Input parameter gtf with regions to exclude from FPKM normalization Input dataset Cutadapt out_pairs report cutadapt Compose text parameter value out1 compose_text_param Map parameter value output_param_text map_param_value Map parameter value output_param_text map_param_value Map parameter value output_param_text map_param_value Map parameter value output_param_text map_param_value RNA STAR output_log splice_junctions mapped_reads reads_per_gene rgrnastar MultiQC stats plots html_report multiqc Text reformatting outfile text_processing Filter out_file2 out_file1 bamtools_filter Text reformatting outfile text_processing Cufflinks genes_expression transcripts_expression assembled_isoforms total_map_mass skipped cufflinks revertR2orientationInBam output revertr2orientationinbam Parse parameter value float_param bedtools Genome Coverage output bedtools bedtools Genome Coverage output bedtools bedtools Genome Coverage output bedtools Wig/BedGraph-to-bigWig out_file1 Wig/BedGraph-to-bigWig out_file1 Wig/BedGraph-to-bigWig out_file1 RNAseq PE fastq input forward_adapter reverse_adapter reference_genome gtf strandness gtf with regions to exclude from FPKM normalization Cutadapt (remove adapter + bad quality bases) get reference_genome as text parameter awk command from strand bedtools orientation for forward coverage bedtools orientation for reverse coverage Get cufflinks strandess parameter STAR: map and count reads_per_gene from STAR mapped-reads output_log MultiQC MultiQC webpage MultiQC on input dataset(s): Stats Extract gene counts HTS count like output Keep only uniquely mapped reads get scaling factor Compute FPKM genes_expression transcripts_expression convert dataset to parameter Scaled Coverage both strands combined Scaled Coverage positive Scaled Coverage negative convert both strands coverage to bigwig both strands coverage convert positive coverage to bigwig positive strand coverage convert negative coverage to bigwig negative strand coverage,"[93, 271, 8]","[93, 271, 8]"
